,country,date,Population,GDP,Population_Growth,Physicians_per1000,HIV_Incidence,Land_area,Literacy_rate,Hospital_beds_per1000,Government_health_expenditure,Prevalence_underweight_under5,Infant_mortality_per1000,Maternal_mortality_per100000,Life_expectancy,Adult_obesity,HIV_Prevalence,Fertility_rate,Female_Population,Male_Population,Population_65+,Population_age_0to14,Population_15to64,Death_per1000,Income_level,Region,Codes
0,Afghanistan,2016,35383128.0,509.218661332126,2.77831740938728,0.2782,0.07,652860.0,,0.5,10.96199989,,51.3,673.0,63.763,23.0,0.1,4.8,48.5996676146541,51.4003323853459,891627.0,15664859.0,18826642.0,6.742,LIC,South Asia,AFG
2,Albania,2016,2876101.0,4124.05572595352,-0.159880412127734,1.2164,0.06,27400.0,,,4.91601992,,8.4,16.0,78.194,57.7,0.1,1.659,49.0529987420434,50.9470012579566,372634.0,528734.0,1974734.0,7.534,LMY,Europe and Central Asia,ALB
4,Algeria,2016,40551404.0,3945.48208133854,2.05135458384022,1.8325,0.08,2381741.0,,,6.60778189,,21.3,113.0,76.298,62.0,0.1,3.052,49.4915045838864,50.5084954161137,2436321.0,11814429.0,26300654.0,4.717,LMC,Middle East and North Africa,DZA
6,American Samoa,2016,55741.0,11696.9555623329,-0.127293769933909,,,200.0,,,,,,,,,,,,,,,,,LMY,East Asia and Pacific,ASM
8,Andorra,2016,77297.0,37474.6654057245,-0.91946973790053,,,470.0,,,6.34349346,,3.2,,,63.7,,,,,,,,4.3,HIC,Europe and Central Asia,AND
10,Angola,2016,28842484.0,3506.07288506966,3.37827278015957,,1.54,1246700.0,,,2.71314979,,55.6,246.0,59.925,27.5,1.9,5.686,50.5370064892474,49.4629935107526,652134.0,13571356.0,14618994.0,8.716,LMC,Sub-saharan Africa,AGO
12,Antigua and Barbuda,2016,94527.0,15197.6174551735,1.02184383470454,,,440.0,,3.01,5.12190151,,6.5,43.0,76.617,48.0,,2.003,51.8429961912823,48.1570038087177,7903.0,21181.0,65443.0,6.27,HIC,Latin America and Caribbean,ATG
14,Arab World,2016,404024435.0,6112.1059534046,2.01908738446197,,0.0733145997723155,13081769.201,74.8407974243164,2.07354444137218,5.00986609404757,,27.6272887802845,152.0,71.4364968537757,61.8428866901277,0.11892977674646,3.32246533147491,48.2404119981043,51.7595880018957,17674286.0,133190635.0,253159513.0,5.45121782486498,INX,Arab World,Arab World
16,Argentina,2016,43590368.0,12790.2424732447,1.05718157762752,4.0013,0.25,2736690.0,99.1250076293945,4.95,9.00189686,,9.7,40.0,76.221,62.7,0.4,2.288,51.2609743314513,48.7390256685487,4733904.0,10932227.0,27924237.0,7.626,LMY,Latin America and Caribbean,ARG
18,Armenia,2016,2936146.0,3591.82927553023,0.361431439301066,,0.11,28470.0,,,9.95195866,2.6,12.2,26.0,74.64,54.4,0.2,1.744,52.9650933689628,47.0349066310372,322351.0,594870.0,2018925.0,9.849,LMY,Europe and Central Asia,ARM
20,Aruba,2016,104872.0,28281.35048163,0.507617729505083,,,180.0,,,,,,,75.868,,,1.872,52.4903447289372,47.5096552710628,13219.0,19147.0,72506.0,8.765,HIC,Latin America and Caribbean,ABW
22,Australia,2016,24190907.0,49971.131456129,1.56194049810399,3.5672,0.08,7692020.0,,3.84,9.20071316,,3.2,6.0,82.4487804878049,64.5,0.1,1.752,50.1894718273433,49.8105281726567,3662774.0,4584735.0,15943398.0,6.6,HIC,East Asia and Pacific,AUS
24,Austria,2016,8736668.0,45276.8314351693,1.08139629872802,5.1234,,82520.0,,7.42,10.3522625,,3.0,5.0,81.6414634146342,54.3,,1.53,50.9780954273236,49.0219045726764,1652029.0,1238043.0,5846595.0,9.2,HIC,Europe and Central Asia,AUT
26,Azerbaijan,2016,9757812.0,3880.73873089556,1.11785721013911,,0.11,82670.0,99.7900619506836,,4.03655434,,21.8,26.0,72.493,53.6,0.1,1.9,50.1960704561536,49.8039295438464,569419.0,2257698.0,6930695.0,5.8,LMY,Europe and Central Asia,AZE
28,"Bahamas, The",2016,377931.0,31562.6397411168,0.990519135690286,,,10010.0,,,5.61615086,,11.7,72.0,73.329,64.4,,1.771,51.4512215451296,48.5487784548704,25983.0,88258.0,263690.0,6.689,HIC,Latin America and Caribbean,BHM
30,Bahrain,2016,1425791.0,22608.484275925,3.85658246125791,,,779.0,97.0666809082031,1.89,4.85823059,,6.3,15.0,76.899,65.8,,2.033,37.7933542947679,62.2066457052321,33399.0,290718.0,1101674.0,2.355,HIC,Middle East and North Africa,BHR
32,Bangladesh,2016,157970840.0,1401.62062821515,1.0913004822347,0.4974,,130170.0,72.7587203979492,0.79,2.31178045,,29.3,186.0,71.785,20.0,,2.09,49.328805151069,50.671194848931,8112772.0,45421456.0,104436612.0,5.539,LMC,South Asia,BGD
34,Barbados,2016,285796.0,16900.166552366,0.165289293829959,,0.37,430.0,,5.89,6.68155098,,12.7,30.0,78.888,52.4,0.9,1.613,51.7484377077516,48.2515622922484,42989.0,51306.0,191501.0,8.865,HIC,Latin America and Caribbean,BRB
36,Belarus,2016,9501534.0,5022.62664330491,0.125511109801562,,0.43,202988.0,,,5.91054153,,2.9,3.0,73.8268292682927,59.4,0.4,1.733,53.4605391398654,46.5394608601346,1369717.0,1569097.0,6562720.0,12.6,LMY,Europe and Central Asia,BLR
38,Belgium,2016,11331422.0,41984.1030335609,0.506300002451376,3.0679,,30280.0,,5.76,10.28172588,,3.1,5.0,81.4390243902439,59.5,,1.68,50.7786624171566,49.2213375828434,2081793.0,1928234.0,7321395.0,9.5,HIC,Europe and Central Asia,BEL
40,Belize,2016,368400.0,4818.40390879479,2.04769588411266,,,22810.0,,1.22,6.04090405,,12.5,39.0,74.219,54.8,,2.391,50.1214715566546,49.8785284433454,16617.0,116133.0,235650.0,4.65,LMY,Latin America and Caribbean,BLZ
42,Benin,2016,10872067.0,1087.28783152256,2.76140949283081,0.0481,0.6,112760.0,,,2.78015947,,63.0,408.0,60.885,29.5,1.1,4.977,50.1422635906017,49.8577364093983,351768.0,4660439.0,5859860.0,9.18,LMC,Sub-saharan Africa,BEN
44,Bermuda,2016,64554.0,106885.878489327,-1.0469518831338,,,54.0,,,,,,,81.2270731707317,,,1.61,,,,,,8.0,HIC,North America,BMU
46,Bhutan,2016,736709.0,2930.56298891838,1.20622662373157,0.4059,,38144.0,,,3.48117137,,26.4,193.0,70.781,27.1,,2.014,47.1688841953235,52.8311158046765,43043.0,197015.0,496651.0,6.248,LMC,South Asia,BTN
48,Bolivia,2016,11031813.0,3076.65894989886,1.4801327840246,1.5901,0.16,1083300.0,,1.27,6.83333063,3.4,23.9,161.0,70.626,56.1,0.2,2.829,49.7515732215404,50.2484267784596,761264.0,3528354.0,6742195.0,6.834,LMC,Latin America and Caribbean,BOL
50,Bosnia and Herzegovina,2016,3386267.0,4994.68314045091,-1.26458117389827,,,51200.0,,,9.22786236,,5.3,10.0,76.998,53.3,,1.286,50.9865890511162,49.0134109488838,510596.0,505271.0,2370400.0,10.427,LMY,Europe and Central Asia,BIH
52,Botswana,2016,2159944.0,7243.87025286676,1.83285279210013,0.5269,9.61,566730.0,,,5.56052208,,33.0,151.0,68.178,43.4,21.9,2.942,51.8634211836059,48.1365788163941,85471.0,749812.0,1324661.0,6.0,LMY,Sub-saharan Africa,BWA
54,Brazil,2016,206163058.0,8710.09668954121,0.823748231993439,,,8358140.0,92.8084411621094,2.11,9.20742226,,14.6,62.0,75.23,56.5,0.5,1.747,50.7912843511594,49.2087156488406,17115012.0,45457971.0,143590074.0,6.311,LMY,Latin America and Caribbean,BRA
56,British Virgin Islands,2016,29355.0,,0.693936843860153,,,150.0,,,,,,,,,,,,,,,,,HIC,Latin America and Caribbean,VGB
58,Brunei Darussalam,2016,419800.0,27157.8234104784,1.17240086547234,,,5270.0,,2.76,2.54828691,,9.0,31.0,75.45,41.2,,1.915,47.9798280572952,52.0201719427048,18054.0,100263.0,301483.0,4.251,HIC,East Asia and Pacific,BRN
60,Bulgaria,2016,7127822.0,7548.85500737534,-0.701382097841331,,0.07,108560.0,,7.27,7.4799428,,6.5,10.0,74.8121951219512,61.7,0.1,1.54,51.3809664164225,48.6190335835775,1456167.0,1020446.0,4651208.0,15.1,LMY,Europe and Central Asia,BGR
62,Burkina Faso,2016,18646378.0,688.249662758849,2.91531907101852,0.0645,0.26,273600.0,,,7.02782106,18.9,58.0,331.0,60.354,23.2,0.9,5.353,50.1644289633092,49.8355710366908,449328.0,8463152.0,9733899.0,8.571,LIC,Sub-saharan Africa,BFA
64,Burundi,2016,10487998.0,282.193130404814,3.17701608653719,0.05,0.34,25680.0,,,7.49265718,29.3,44.2,558.0,60.528,22.2,1.2,5.599,50.4647596367735,49.5352403632265,223950.0,4778514.0,5485534.0,8.3,LIC,Sub-saharan Africa,BDI
66,Cabo Verde,2016,531146.0,3130.96338552381,1.21283174421296,,0.33,4030.0,,,4.845016,,15.5,59.0,72.347,34.8,0.6,2.346,49.8533343374628,50.1466656625372,23865.0,157102.0,350179.0,5.744,LMC,Sub-saharan Africa,CPV
68,Cambodia,2016,15766293.0,1269.59125737542,1.56522705123264,,0.12,176520.0,,0.9,6.11648464,,25.9,168.0,68.977,21.7,0.6,2.559,51.2168620518841,48.7831379481159,671273.0,4948931.0,10146089.0,6.051,LMC,East Asia and Pacific,KHM
70,Cameroon,2016,23926539.0,1364.33011041997,2.66049460889168,,1.62,472710.0,,,3.72961879,,55.4,538.0,58.063,33.6,3.5,4.708,50.0253337829873,49.9746662170127,653576.0,10303606.0,12969357.0,9.762,LMC,Sub-saharan Africa,CMR
72,Canada,2016,36109487.0,42322.4847803038,1.13234865466606,2.3105,,8965590.0,,2.6,10.97903442,,4.5,10.0,81.9,64.1,,1.5433,50.4105660284427,49.5894339715573,5941820.0,5740699.0,24426969.0,7.4,HIC,North America,CAN
74,Caribbean small states,2016,7269385.0,9518.1838733579,0.653249159605807,,0.720731880003243,404850.0,,2.3160639672781,6.10492478326622,,15.9539993994252,89.0,73.3959578186313,53.1235935158131,1.26356439862868,2.02764540052152,50.3805771449651,49.6194228550349,603044.0,1733030.0,4810375.0,7.51322269331355,INX,Caribbean small states,Caribbean small states
76,Cayman Islands,2016,62569.0,78465.3573282461,1.35971135735509,,,240.0,,,,,,,,,,,,,,,,3.1,HIC,Latin America and Caribbean,CYM
78,Central African Republic,2016,4537687.0,402.191290596004,0.985894485598455,,2.5,622980.0,,,5.44402361,,87.4,890.0,51.593,26.2,3.9,4.87,50.4408747812485,49.5591252187515,128556.0,2039896.0,2369235.0,13.119,LIC,Sub-saharan Africa,CAF
80,Central Europe and the Baltics,2016,102994278.0,12822.3762230609,-0.255290913083385,,,1106354.0,98.9910278320313,6.58302091772516,6.6089640701104,,4.57693643708151,9.0,76.9698114171911,59.044895022894,,1.52216388042765,51.6133364990871,48.3866635009129,17986880.0,15357405.0,69649993.0,11.6171630592915,INX,Central Europe and the Baltics,Central Europe and the Baltics
82,Chad,2016,14561666.0,693.449386475774,3.14395958930813,0.0471,0.57,1259200.0,22.3115501403809,,4.90541553,,74.4,1140.0,53.438,23.1,1.3,5.947,50.093354753971,49.906645246029,357322.0,6936981.0,7267363.0,12.527,LIC,Sub-saharan Africa,TCD
84,Channel Islands,2016,166923.0,,0.925653900450638,,,198.0,,,,,,,82.6,,,1.527,50.5673308491391,49.4326691508609,27908.0,25780.0,113235.0,7.833,HIC,Europe and Central Asia,Channel Islands
86,Chile,2016,18209068.0,13753.5944374598,1.32520160643522,2.2937,0.47,743532.0,,2.12,8.51866722,,6.6,13.0,79.779,63.1,0.5,1.713,50.7648824717701,49.2351175282299,1980850.0,3696328.0,12531890.0,5.993,HIC,Latin America and Caribbean,CHL
88,China,2016,1378665000.0,8147.93770548839,0.541478512050099,1.8647,,9424700.5,,4.02,4.98188066,,8.5,29.0,76.21,32.3,,1.675,48.6543796042457,51.3456203957543,135145445.0,248085474.0,995434082.0,7.09,LMY,East Asia and Pacific,CHN
90,Colombia,2016,48175048.0,5870.77795724164,1.3676499516175,2.0335,0.4,1109500.0,94.6538467407227,1.68,7.53117037,3.7,13.0,84.0,76.732,59.0,0.5,1.843,50.9743010531095,49.0256989468905,3823311.0,11584059.0,32767678.0,5.453,LMY,Latin America and Caribbean,COL
92,Comoros,2016,795592.0,1273.05895265459,2.31006015456056,0.2715,0.02,1861.0,,,4.70250511,,52.6,279.0,63.7,27.1,0.1,4.347,49.56315823212,50.43684176788,23265.0,318051.0,454276.0,7.389,LMC,Sub-saharan Africa,COM
94,"Congo, Dem. Rep.",2016,78789127.0,471.318840409572,3.2829146280863,0.074,0.44,2267050.0,77.0426788330078,,4.36690283,,71.8,481.0,59.655,25.3,0.9,6.112,50.1208567730092,49.8791432269908,2379777.0,36515647.0,39893703.0,9.919,LIC,Sub-saharan Africa,COD
96,"Congo, Rep.",2016,4980999.0,2074.97015928544,2.53958563357028,,2.5,341500.0,,,3.46238065,,37.6,397.0,63.556,30.9,3.1,4.536,50.0944188672306,49.9055811327694,129788.0,2095787.0,2755424.0,6.987,LMC,"Congo, Rep.",COG
98,Costa Rica,2016,4899345.0,11666.4559107759,1.05757038052655,1.3759,0.31,51060.0,,1.15,7.5334692,,7.5,28.0,79.738,61.6,0.3,1.789,49.980180987791,50.019819012209,439249.0,1070537.0,3389559.0,4.933,LMY,Latin America and Caribbean,CRI
100,Cote d'Ivoire,2016,23822714.0,2013.38246179891,2.53609976063172,,1.2,318000.0,,,4.53622293,12.8,63.9,636.0,56.567,31.6,2.8,4.759,49.4556584330441,50.5443415669559,671883.0,10096340.0,13054491.0,10.5,LMC,Sub-saharan Africa,CIV
102,Croatia,2016,4174349.0,12361.4838303671,-0.69838345731273,2.9996,0.04,56590.0,,5.49,6.82976627,,4.2,7.0,78.0219512195122,59.6,0.1,1.43,51.9048921366218,48.0951078633782,818827.0,602421.0,2753101.0,12.3,HIC,Europe and Central Asia,HRV
104,Cuba,2016,11335109.0,8060.79588647979,0.0911566712386982,7.9541,0.32,104040.0,,5.32,12.2177515,,4.1,37.0,78.607,58.5,0.4,1.656,50.3142801991829,49.6857198008171,1630947.0,1878620.0,7825542.0,8.665,LMY,Latin America and Caribbean,CUB
106,Curacao,2016,159664.0,19555.3658492891,1.06031644056836,,,444.0,,,,,,,77.719512195122,,,1.7,54.1634845239204,45.8365154760796,25162.0,31272.0,103230.0,9.3,HIC,Latin America and Caribbean,CUW
108,Cyprus,2016,1170187.0,24532.5190588269,0.789478236253939,1.9509,,9240.0,,3.43,6.83423901,,2.1,6.0,80.513,59.1,,1.345,49.9200556491302,50.0799443508698,153573.0,197443.0,819171.0,6.89,HIC,Europe and Central Asia,CYP
110,Czech Republic,2016,10566332.0,18575.2320271915,0.192048415842684,4.0194,,77220.0,99.8330307006836,6.66,7.1495986,,2.5,4.0,79.0268292682927,62.3,,1.63,50.8512677622511,49.1487322377489,1957049.0,1606738.0,7002546.0,10.2,HIC,Europe and Central Asia,CZE
112,Denmark,2016,5728010.0,54663.9983719195,0.780392644135167,4.0099,,40000.0,,2.6,10.14456177,,3.5,4.0,80.8536585365854,55.4,,1.79,50.2673975626761,49.7326024373239,1112520.0,950693.0,3664797.0,9.2,HIC,Europe and Central Asia,DNK
114,Djibouti,2016,929112.0,2802.19705115707,1.64063785072582,,0.23,23180.0,,1.4,2.72740006,,52.7,246.0,65.064,38.6,1.0,2.846,47.2427046324629,52.7572953675371,40772.0,281823.0,606517.0,7.545,LMC,Middle East and North Africa,DJI
116,Dominica,2016,71307.0,8080.96862341186,0.174047345501049,,,750.0,,,5.15253305,,28.4,,,60.3,,,,,,,,9.6,LMY,Latin America and Caribbean,DMA
118,Dominican Republic,2016,10397743.0,7280.88010923336,1.12250925652118,,0.48,48310.0,93.7784576416016,1.44,5.82759809,,25.4,94.0,73.471,61.2,1.0,2.387,49.9608472535084,50.0391527464916,695524.0,2966849.0,6735370.0,6.097,LMY,Latin America and Caribbean,DOM
120,Early-demographic dividend,2016,3164390907.0,3334.11547907391,1.35271868961198,,,33317975.039,78.5781021118164,0.869940167878009,5.08240809468856,,30.9678553003324,152.0,70.0112147340829,32.7215433091069,,2.54152157507218,49.0644407385548,50.9355592614452,175113717.0,935460166.0,2053817021.0,6.63556997399468,INX,Early-demographic dividend,Early-demographic dividend
122,East Asia & Pacific,2016,2298507042.0,9857.95937554606,0.684993635757621,,,24502823.4,95.2753829956055,4.26334669693741,6.57764071979581,6.04720163345337,13.5,71.0,75.6355916349028,31.2112056851064,,1.82961160241107,49.2896187455871,50.7103812544129,227069188.0,459733144.0,1611493046.0,7.07858228084358,INX,East Asia & Pacific,East Asia & Pacific
124,East Asia & Pacific (IDA & IBRD countries),2016,2027771091.0,6682.12580197807,0.734759217599205,,,15899484.9,95.4848327636719,3.4084951324271,4.77693768607787,,14.149100123675,74.0,74.7936145719037,31.0095009582867,,1.87578391580701,49.0994821707754,50.9005178292246,174743309.0,420644858.0,1432283191.0,6.89676504139603,INX,East Asia & Pacific (IDA & IBRD countries),East Asia & Pacific (IDA & IBRD countries)
126,East Asia & Pacific (excluding high income),2016,2053103802.0,6612.32723708149,0.731716166627351,,,16019614.9,95.53955078125,3.4084951324271,4.77671156535563,,14.16043851529,75.0,74.7556141751153,31.0265617418075,,1.87629990470195,49.1241238787406,50.8758761212594,177190247.0,425883933.0,1449904922.0,6.92089124141649,INX,East Asia & Pacific (excluding high income),East Asia & Pacific (excluding high income)
128,Ecuador,2016,16491115.0,6060.09332904416,1.70688086036312,2.0368,0.28,248360.0,94.350227355957,1.39,8.29596043,,12.7,61.0,76.365,56.0,0.4,2.475,49.9534537262366,50.0465462737634,1115427.0,4734092.0,10641596.0,5.098,LMY,Latin America and Caribbean,ECU
130,"Egypt, Arab Rep.",2016,94447072.0,3519.87320254259,2.14522549036526,0.8214,0.06,995450.0,,1.43,5.36399841,,19.2,38.0,71.482,63.5,0.1,3.41,49.4640019064223,50.5359980935777,4860813.0,31777148.0,57809111.0,5.915,LMC,Middle East and North Africa,EGY
132,El Salvador,2016,6356143.0,3805.99366628473,0.489210768357071,1.5662,0.29,20720.0,88.1417694091797,1.06,7.7171073,,12.7,47.0,72.644,59.9,0.6,2.079,53.0266575437251,46.9733424562749,503817.0,1770288.0,4082038.0,6.984,LMC,Latin America and Caribbean,SLV
134,Equatorial Guinea,2016,1215179.0,9250.33195308226,3.91123234744071,,6.86,28050.0,,,3.14452434,,66.1,301.0,57.713,26.7,6.9,4.686,44.6115434655413,55.3884565344587,30481.0,455063.0,729635.0,9.768,LMY,Sub-saharan Africa,GNQ
136,Eritrea,2016,,,,0.0628,0.19,101000.0,,,3.53811574,,33.1,498.0,65.111,22.0,0.7,4.164,,,,,,7.5,LIC,Sub-saharan Africa,ERI
138,Estonia,2016,1315790.0,18437.2528207173,0.0291122255540077,3.4546,,43470.0,,4.76,6.42956781,,2.3,11.0,77.6414634146342,55.8,,1.6,53.1224672561559,46.8775327438441,250765.0,212246.0,852779.0,11.7,HIC,Europe and Central Asia,EST
140,Eswatini,2016,1113984.0,3425.55950940688,0.896297661168183,0.3285,19.03,17200.0,,,6.77650404,,44.0,436.0,56.962,38.4,28.8,3.041,51.5619473713503,48.4380526286497,44430.0,430507.0,639047.0,10.462,LMC,Sub-saharan Africa,SWZ
142,Ethiopia,2016,103603501.0,717.124592933285,2.70810630355162,0.0464,0.29,1129304.039,,0.33,3.66298747,23.5,41.2,422.0,65.482,20.9,1.1,4.456,49.9960170249525,50.0039829750475,3598127.0,43224191.0,56781182.0,6.844,LIC,Sub-saharan Africa,ETH
144,Euro area,2016,340481753.0,35147.7422259268,0.292608836862101,,,2678840.6,,5.25405567889566,10.1954450129627,,3.20602179451111,5.0,81.9545453308911,58.6470386869137,,1.56899980444345,51.1590462217497,48.8409537782503,68436976.0,51573315.0,220471461.0,9.84171851591119,INX,Euro area,Euro area
146,Europe & Central Asia,2016,910904758.0,22383.0497887935,0.462921326762384,,,27454601.387,98.2547912597656,5.40812477794704,9.33887527834243,,8.0,13.0,77.5955402337865,58.6499430901885,,1.77186037717403,51.5809733080596,48.4190266919404,143937218.0,162327283.0,602454783.0,10.17727899724,INX,Europe & Central Asia,Europe & Central Asia
148,Europe & Central Asia (IDA & IBRD countries),2016,454717187.0,7665.3771838596,0.534131114213793,,,23000133.0,98.9690475463867,,5.32550420291373,,11.2171135615436,18.0,73.5074038507613,57.9266280961345,,1.91502352167903,52.1207232905103,47.8792767094897,54399312.0,91317346.0,307222967.0,10.629778496789,INX,Europe & Central Asia (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries)
150,Europe & Central Asia (excluding high income),2016,392870484.0,7058.86171886161,0.659707800552539,,,22407273.0,98.9988784790039,,5.11167776362532,,11.8470453343887,20.0,72.9542430453156,57.8798692480479,,1.97831814116841,52.2217181695157,47.7782818304843,43944575.0,82062107.0,265086240.0,10.5296887070116,INX,Europe & Central Asia (excluding high income),Europe & Central Asia (excluding high income)
152,European Union,2016,445487728.0,31172.2286448947,0.212345574735636,,,3996050.6,,5.44956468663936,9.92827720561978,,3.48814699500526,6.0,80.9498646440156,58.6976877122299,,1.56624109139292,51.1913449916363,48.8086550083637,87152962.0,67542265.0,290792499.0,10.1790541853714,INX,European Union,European Union
154,Faroe Islands,2016,48173.0,56854.102653706,0.253575127560721,,,1396.0,,,,,,,82.0439024390244,,,2.6,,,,,,7.7,HIC,Europe and Central Asia,FRO
156,Fiji,2016,872399.0,5651.31805482702,0.43330839422274,,0.21,18270.0,,2.0,3.27979708,,20.9,34.0,67.175,63.8,0.1,2.797,49.2308626946628,50.7691373053372,44822.0,259497.0,568080.0,8.17,LMY,East Asia and Pacific,FJI
158,Finland,2016,5495303.0,43784.2839622098,0.287421401687637,3.8118,,303910.0,,3.97,9.37796021,,2.0,3.0,81.4292682926829,57.9,,1.57,50.7605524769022,49.2394475230978,1142526.0,897595.0,3455182.0,9.8,HIC,Europe and Central Asia,FIN
160,Fragile and conflict affected situations,2016,747004599.0,2075.89997448139,2.26986625442808,,1.02705133532942,19055751.303,64.2720031738281,,4.48690640406115,,59.6306501287696,577.0,60.8888556882473,34.8944254409155,1.69797618906945,4.64152473727277,49.9834443472132,50.0165556527868,24561137.0,308461918.0,412135027.0,9.21127885948417,INX,Fragile and conflict affected situations,Fragile and conflict affected situations
162,France,2016,66724104.0,37037.3741861219,0.263868788565368,3.2376,0.19,547557.0,,6.06,11.50134468,,3.5,8.0,82.5731707317073,59.5,0.3,1.92,51.5543458477423,48.4456541522577,12867160.0,12174167.0,41682778.0,8.9,HIC,Europe and Central Asia,FRA
164,French Polynesia,2016,274575.0,,0.529854315848876,,,3660.0,,,,,,,77.024,,,1.973,49.2767029893363,50.7232970106637,20748.0,63495.0,190332.0,5.49,HIC,East Asia and Pacific,PYF
166,Gabon,2016,2007873.0,6984.45101873395,3.04339515547628,0.3561,1.45,257670.0,,,3.1076982,,34.3,256.0,65.418,40.2,3.8,4.039,49.0603033445192,50.9396966554807,72401.0,734653.0,1200819.0,7.201,LMY,Sub-saharan Africa,GAB
168,"Gambia, The",2016,2149139.0,690.778886042938,2.98860565833539,,1.84,10120.0,,,3.19347262,,38.8,611.0,61.166,31.9,1.9,5.338,50.397322828637,49.602677171363,56717.0,955365.0,1137057.0,8.191,LIC,Sub-saharan Africa,GMB
170,Georgia,2016,3727505.0,4062.16988757379,0.0598165991047394,5.9973,,69490.0,,,8.42134666,,9.1,26.0,73.207,54.2,0.3,2.059,52.2489968140613,47.7510031859387,540417.0,717565.0,2469523.0,12.992,LMY,Europe and Central Asia,GEO
172,Germany,2016,82348669.0,42107.5172703074,0.807218538573871,4.1944,,349360.0,,8.06,11.23043633,0.5,3.3,5.0,80.990243902439,56.8,,1.6,50.7696483565604,49.2303516434396,17530969.0,10964972.0,53852728.0,11.1,HIC,Europe and Central Asia,DEU
174,Ghana,2016,28481946.0,1931.38947036943,2.24659926762795,0.127,1.15,227540.0,,,3.46157742,,37.4,314.0,63.124,32.0,1.8,3.984,49.3425396796083,50.6574603203917,863201.0,10829605.0,16789140.0,7.533,LMC,Sub-saharan Africa,GHA
176,Gibraltar,2016,33737.0,,0.00296414862262541,,,10.0,,,,,,,,,,,,,,,,,HIC,Europe and Central Asia,GIB
178,Greece,2016,10775971.0,18116.4596531285,-0.415913028277122,5.4036,,128900.0,,4.2,8.21496582,,3.9,3.0,81.3878048780488,62.3,,1.38,50.9102009828752,49.0897990171248,2276958.0,1546920.0,6952093.0,11.0,HIC,Europe and Central Asia,GRC
180,Greenland,2016,56186.0,48181.874188064,0.128227978389047,,,410450.0,,,,,,,70.8487804878049,,,2.0,,,,,,8.7,HIC,Europe and Central Asia,GRL
182,Grenada,2016,110261.0,9628.34748662013,0.602203220786764,,,340.0,,3.58,4.44077301,,14.5,25.0,72.408,51.4,,2.104,49.5769206352085,50.4230793647914,10589.0,25617.0,74055.0,9.538,LMY,Latin America and Caribbean,GRD
184,Guam,2016,162951.0,35562.8379083283,0.676102623487922,,,540.0,,,,,,,79.391,,,2.358,49.4255836217689,50.5744163782311,14969.0,41063.0,106919.0,5.123,HIC,East Asia and Pacific,GUM
